10863220;улица бакунинская, дом 8, Басманный, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;БАКУНИНСКАЯ;8;;;;
10863221;улица бакунинская, дом 8, Басманный, Москва;house;;МОСКВА;МОСКВА;;;;Улица;БАКУНИНСКАЯ;8;;;;
10863222;улица имени Академика В. Н. Челомея, дом 9, Реутов, Московская область;house;;МОСКОВСКАЯ;РЕУТОВ;;;;Улица;ИМЕНИ АКАДЕМИКА В.Н.ЧЕЛОМЕЯ;9;;;;
10863223;улица имени Академика В. Н. Челомея, дом 9, Реутов, Московская область;house;РОССИЯ;МОСКОВСКАЯ;РЕУТОВ;;;;Улица;ИМЕНИ АКАДЕМИКА В.Н.ЧЕЛОМЕЯ;9;;;;
10863224;ульяновых, дом 31, Подольск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;УЛЬЯНОВЫХ;31;;;;
10863225;ульяновых, дом 31, Подольск, Московская область;house;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;УЛЬЯНОВЫХ;31;;;;
10863226;ульяновых, дом, Подольск, Московская область;street;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;УЛЬЯНОВЫХ;;;;;
10863227;ульяновых, дом, Подольск, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;УЛЬЯНОВЫХ;;;;;
10863228;уфа, Большая Московская улица, 15, Кировский, Уфа, Башкортостан;house;РОССИЯ;БАШКОРТОСТАН;УФА;;;;Улица;БОЛЬШАЯ МОСКОВСКАЯ;15;;;;
10863229;фабричная 3, Москва, Новокосино;house;;МОСКВА;МОСКВА;;;;Улица;ФАБРИЧНАЯ;3;;;;
10863230;фабричная 3, Москва, Новокосино;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ФАБРИЧНАЯ;3;;;;
10863231;фабричная, Климовск, Московская область;street;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Проезд;ФАБРИЧНЫЙ (МКР КЛИМОВСК);;;;;
10863232;фабричная, Климовск, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;КЛИМОВСК;;;Проезд;ФАБРИЧНЫЙ;;;;;
10863233;фабричная, Климовск, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Проезд;ФАБРИЧНЫЙ (МКР КЛИМОВСК);;;;;
10863234;фабричная, дом 9, Реутов, Московская область;house;;МОСКОВСКАЯ;РЕУТОВ;;;;Улица;ФАБРИЧНАЯ;9;;;;
10863235;фабричная, дом 9, Реутов, Московская область;house;РОССИЯ;МОСКОВСКАЯ;РЕУТОВ;;;;Улица;ФАБРИЧНАЯ;9;;;;
10863236;фасадная улица, дом 2, Лесной Городок, Московская область;house;РОССИЯ;МОСКОВСКАЯ;;ЛЕСНОЙ ГОРОДОК;Район;ОДИНЦОВСКИЙ;Улица;ФАСАДНАЯ;2;;;;
10863237;фасадная улица, дом 2, Лесной Городок, Московская область;house;;МОСКОВСКАЯ;;ЛЕСНОЙ ГОРОДОК;Район;ОДИНЦОВСКИЙ;Улица;ФАСАДНАЯ;2;;;;
10863238;февральская, дом 54, Подольск, Московская область;house;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;ФЕВРАЛЬСКАЯ;54;;;;
10863239;февральская, дом 54, Подольск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;ФЕВРАЛЬСКАЯ;54;;;;
10863240;фестивальная 2 а, Левобережный, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;2А;;;;
10863241;фестивальная 2 а, Левобережный, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;2А;;;;
10863242;фестивальная 2а, Левобережный, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;2А;;;;
10863243;фестивальная 2а, Левобережный, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;2А;;;;
10863244;фестивальная 7, Левобережный, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;7;;;;
10863245;фестивальная 7, Левобережный, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ФЕСТИВАЛЬНАЯ;7;;;;
10863246;фёдорова, Подольск, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;ФЕДОРОВА;;;;;
10863247;фёдорова, Подольск, Московская область;street;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Улица;ФЕДОРОВА;;;;;
10863248;хлебозаводская улица, Мытищи, Московская область;street;;МОСКОВСКАЯ;МЫТИЩИ;;;;Улица;ХЛЕБОЗАВОДСКАЯ;;;;;
10863249;хлебозаводская улица, Мытищи, Московская область;street;РОССИЯ;МОСКОВСКАЯ;МЫТИЩИ;;;;Улица;ХЛЕБОЗАВОДСКАЯ;;;;;
10863250;хлебозаводская улица, дом 6, Мытищи, Московская область;house;РОССИЯ;МОСКОВСКАЯ;МЫТИЩИ;;;;Улица;ХЛЕБОЗАВОДСКАЯ;6;;;;
10863251;хлебозаводская улица, дом 6, Мытищи, Московская область;house;;МОСКОВСКАЯ;МЫТИЩИ;;;;Улица;ХЛЕБОЗАВОДСКАЯ;6;;;;
10863252;хуторская 2-ая 31а, Савёловский, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ХУТОРСКАЯ 2-Я;31А;;;;
10863253;хуторская 2-ая 31а, Савёловский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ХУТОРСКАЯ 2-Я;31А;;;;
10863254;цветной бульвар 22с4, Мещанский, Москва;house;;МОСКВА;МОСКВА;;;;Бульвар;ЦВЕТНОЙ;22;4;;;
10863255;цветной бульвар 22с4, Мещанский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Бульвар;ЦВЕТНОЙ;22;4;;;
10863256;центральный проезд, Ивантеевка, Московская область;street;;МОСКОВСКАЯ;ИВАНТЕЕВКА;;;;Проезд;ЦЕНТРАЛЬНЫЙ;;;;;
10863257;центральный проезд, Ивантеевка, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ИВАНТЕЕВКА;;;;Проезд;ЦЕНТРАЛЬНЫЙ;;;;;
10863258;челобитьевское, Северный, Москва;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЧЕЛОБИТЬЕВСКОЕ;;;;;
10863259;челобитьевское, Северный, Москва;street;;МОСКВА;МОСКВА;;;;Шоссе;ЧЕЛОБИТЬЕВСКОЕ;;;;;
10863260;четвёртый Вятский пер, 10, Бутырский, Москва;house;;МОСКВА;МОСКВА;;;;Переулок;ВЯТСКИЙ 4-Й;10;;;;
10863261;четвёртый Вятский пер, 10, Бутырский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Переулок;ВЯТСКИЙ 4-Й;10;;;;
10863262;четвёртый Новомихалковский проезд, 6с1, Коптево, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Проезд;НОВОМИХАЛКОВСКИЙ 4-Й;6;1;;;
10863263;четвёртый Новомихалковский проезд, 6с1, Коптево, Москва;house;;МОСКВА;МОСКВА;;;;Проезд;НОВОМИХАЛКОВСКИЙ 4-Й;6;1;;;
10863264;четвёртый Самотёчный пер, 9, Тверской, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Переулок;САМОТЕЧНЫЙ 4-Й;9;;;;
10863265;четвёртый Самотёчный пер, 9, Тверской, Москва;house;;МОСКВА;МОСКВА;;;;Переулок;САМОТЕЧНЫЙ 4-Й;9;;;;
10863266;ш Фрезер, Нижегородский, Москва;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;;;;;
10863267;ш Фрезер, Нижегородский, Москва;street;;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;;;;;
10863268;ш. Аминьевское, г. Москва ш Аминьевское вл 17;street;;МОСКВА;МОСКВА;;;;Шоссе;АМИНЬЕВСКОЕ;;;;;
10863269;ш. Аминьевское, г. Москва ш Аминьевское вл 17;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;АМИНЬЕВСКОЕ;;;;;
10863270;ш. Варшавское, г. Москва ш Варшавское 1с2;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ВАРШАВСКОЕ;1;2;;;
10863271;ш. Варшавское, г. Москва ш Варшавское 1с2;house;;МОСКВА;МОСКВА;;;;Шоссе;ВАРШАВСКОЕ;1;2;;;
10863272;ш. Волоколамское, 103, Покровское-Стрешнево, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ВОЛОКОЛАМСКОЕ;103;;;;
10863273;ш. Волоколамское, 103, Покровское-Стрешнево, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ВОЛОКОЛАМСКОЕ;103;;;;
10863274;ш. Дмитровское, 102а, Восточное Дегунино, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;102А;;;;
10863275;ш. Дмитровское, 102а, Восточное Дегунино, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;102А;;;;
10863276;ш. Дмитровское, 62, Бескудниковский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;62;;;;
10863277;ш. Дмитровское, 62, Бескудниковский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;62;;;;
10863278;ш. Дмитровское, 73, Западное Дегунино, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;73;;;;
10863279;ш. Дмитровское, 73, Западное Дегунино, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;73;;;;
10863280;ш. Дмитровское, г. Москва ш Дмитровское;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;;;;;
10863281;ш. Дмитровское, г. Москва ш Дмитровское;street;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;;;;;
10863282;ш. Дмитровское, г. Москва ш Дмитровское 100с2;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;100;2;;;
10863283;ш. Дмитровское, г. Москва ш Дмитровское 100с2;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;100;2;;;
10863284;ш. Дмитровское, г. Москва ш Дмитровское 163;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;163;;;;
10863285;ш. Дмитровское, г. Москва ш Дмитровское 163;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;163;;;;
10863286;ш. Дмитровское, г. Москва ш Дмитровское 182;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;182;;;;
10863287;ш. Дмитровское, г. Москва ш Дмитровское 182;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;182;;;;
10863288;ш. Дмитровское, г. Москва ш Дмитровское 94;house;;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;94;;;;
10863289;ш. Дмитровское, г. Москва ш Дмитровское 94;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ДМИТРОВСКОЕ;94;;;;
10863290;ш. Домодедовское, дом 14, Подольск, Московская область;house;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Шоссе;ДОМОДЕДОВСКОЕ;14;;;;
10863291;ш. Домодедовское, дом 14, Подольск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Шоссе;ДОМОДЕДОВСКОЕ;14;;;;
10863292;ш. Домодедовское, дом 47, Подольск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Шоссе;ДОМОДЕДОВСКОЕ;47;;;;
10863293;ш. Домодедовское, дом 47, Подольск, Московская область;house;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Шоссе;ДОМОДЕДОВСКОЕ;47;;;;
10863294;ш. Каширское, г. Москва ш Каширское;street;;МОСКВА;МОСКВА;;;;Шоссе;КАШИРСКОЕ;;;;;
10863295;ш. Каширское, г. Москва ш Каширское;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КАШИРСКОЕ;;;;;
10863296;ш. Каширское, г. Москва ш Каширское 106;house;;МОСКВА;МОСКВА;;;;Шоссе;КАШИРСКОЕ;106;;;;
10863297;ш. Каширское, г. Москва ш Каширское 106;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КАШИРСКОЕ;106;;;;
10863298;ш. Киевское, г. Москва ш Киевское 1;house;;МОСКВА;МОСКВА;;;;Шоссе;КИЕВСКОЕ;1;;;;
10863299;ш. Киевское, г. Москва ш Киевское 1;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КИЕВСКОЕ;1;;;;
10863300;ш. Киевское, г. Москва ш Киевское 22;house;;МОСКВА;МОСКВА;;;;Шоссе;КИЕВСКОЕ;22;;;;
10863301;ш. Киевское, г. Москва ш Киевское 22;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КИЕВСКОЕ;22;;;;
10863302;ш. Коровинское, 23, Западное Дегунино, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КОРОВИНСКОЕ;23;;;;
10863303;ш. Коровинское, 23, Западное Дегунино, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;КОРОВИНСКОЕ;23;;;;
10863304;ш. Коровинское, 35А, Западное Дегунино, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КОРОВИНСКОЕ;35А;;;;
10863305;ш. Коровинское, 35А, Западное Дегунино, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;КОРОВИНСКОЕ;35А;;;;
10863306;ш. Кудиновское, дом 4, Обухово, Московская область;house;РОССИЯ;МОСКОВСКАЯ;;ОБУХОВО;Район;НОГИНСКИЙ;Шоссе;КУДИНОВСКОЕ;4;;;;
10863307;ш. Кудиновское, дом 4, Обухово, Московская область;house;;МОСКОВСКАЯ;;ОБУХОВО;Район;НОГИНСКИЙ;Шоссе;КУДИНОВСКОЕ;4;;;;
10863308;ш. Куркинское, г. Москва ш Куркинское 30;house;;МОСКВА;МОСКВА;;;;Шоссе;КУРКИНСКОЕ;30;;;;
10863309;ш. Куркинское, г. Москва ш Куркинское 30;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;КУРКИНСКОЕ;30;;;;
10863310;ш. Ленинградское, г. Москва ш Ленинградское 300а;house;;МОСКВА;МОСКВА;;;;Шоссе;ЛЕНИНГРАДСКОЕ;300А;;;;
10863311;ш. Ленинградское, г. Москва ш Ленинградское 300а;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЛЕНИНГРАДСКОЕ;300А;;;;
10863312;ш. Леоновское, дом 15, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЛЕОНОВСКОЕ;15;;;;
10863313;ш. Леоновское, дом 15, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЛЕОНОВСКОЕ;15;;;;
10863314;ш. Новорязанское, г. Москва ш Новорязанское 145;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;НОВОРЯЗАНСКОЕ;145;;;;
10863315;ш. Новорязанское, г. Москва ш Новорязанское 145;house;;МОСКВА;МОСКВА;;;;Шоссе;НОВОРЯЗАНСКОЕ;145;;;;
10863316;ш. Новорязанское, дом 10, Люберцы, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ЛЮБЕРЦЫ;;;;Шоссе;НОВОРЯЗАНСКОЕ;10;;;;
10863317;ш. Новорязанское, дом 10, Люберцы, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ЛЮБЕРЦЫ;;Район;ЛЮБЕРЕЦКИЙ;Шоссе;НОВОРЯЗАНСКОЕ;10;;;;
10863318;ш. Новорязанское, дом 10, Люберцы, Московская область;house;;МОСКОВСКАЯ;ЛЮБЕРЦЫ;;;;Шоссе;НОВОРЯЗАНСКОЕ;10;;;;
10863319;ш. Осташковское, дом 5с1, Мытищи, Московская область;house;;МОСКОВСКАЯ;МЫТИЩИ;;;;Шоссе;ОСТАШКОВСКОЕ;5;1;;;
10863320;ш. Осташковское, дом 5с1, Мытищи, Московская область;house;РОССИЯ;МОСКОВСКАЯ;МЫТИЩИ;;;;Шоссе;ОСТАШКОВСКОЕ;5;1;;;
10863321;ш. Осташковское, дом вл. 5, Мытищи, Московская область;street;;МОСКОВСКАЯ;МЫТИЩИ;;;;Шоссе;ОСТАШКОВСКОЕ;;;;;
10863322;ш. Осташковское, дом вл. 5, Мытищи, Московская область;street;РОССИЯ;МОСКОВСКАЯ;МЫТИЩИ;;;;Шоссе;ОСТАШКОВСКОЕ;;;;;
10863323;ш. Островецкое, дом 161, Верея, Московская область;house;РОССИЯ;МОСКОВСКАЯ;;ВЕРЕЯ;Район;РАМЕНСКИЙ;Шоссе;ОСТРОВЕЦКОЕ;161;;;;
10863324;ш. Островецкое, дом 161, Верея, Московская область;house;;МОСКОВСКАЯ;;ВЕРЕЯ;Район;РАМЕНСКИЙ;Шоссе;ОСТРОВЕЦКОЕ;161;;;;
10863325;ш. Пакгаузное, 6, Головинский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ПАКГАУЗНОЕ;6;;;;
10863326;ш. Пакгаузное, 6, Головинский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ПАКГАУЗНОЕ;6;;;;
10863327;ш. Саввинское, дом 117, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;ЖЕЛЕЗНОДОРОЖНЫЙ;;;Шоссе;САВВИНСКОЕ;117;;;;
10863328;ш. Саввинское, дом 117, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;САВВИНСКОЕ (МКР ЖЕЛЕЗНОДОРОЖНЫЙ);117;;;;
10863329;ш. Саввинское, дом 117, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;САВВИНСКОЕ (МКР ЖЕЛЕЗНОДОРОЖНЫЙ);117;;;;
10863330;ш. Саввинское, дом 17, Железнодорожный, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;ЖЕЛЕЗНОДОРОЖНЫЙ;;;Шоссе;САВВИНСКОЕ;17;;;;
10863331;ш. Сколковское, г. Москва ш Сколковское 31;house;;МОСКВА;МОСКВА;;;;Шоссе;СКОЛКОВСКОЕ;31;;;;
10863332;ш. Сколковское, г. Москва ш Сколковское 31;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;СКОЛКОВСКОЕ;31;;;;
10863333;ш. Фрезер, г. Москва ш Фрезер 12;house;;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;12;;;;
10863334;ш. Фрезер, г. Москва ш Фрезер 12;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;12;;;;
10863335;ш. Фрезер, г. Москва ш Фрезер 17А;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863336;ш. Фрезер, г. Москва ш Фрезер 17А;house;;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863337;ш. Щелковское, Северное Измайлово, Москва;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЩЕЛКОВСКОЕ;;;;;
10863338;ш. Щелковское, Северное Измайлово, Москва;street;;МОСКВА;МОСКВА;;;;Шоссе;ЩЕЛКОВСКОЕ;;;;;
10863339;ш. Щелковское, дом 202, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЩЕЛКОВСКОЕ;202;;;;
10863340;ш. Щелковское, дом 202, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЩЕЛКОВСКОЕ;202;;;;
10863341;ш. Энтузиастов, г. Москва ш Энтузиастов 110;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;110;;;;
10863342;ш. Энтузиастов, г. Москва ш Энтузиастов 110;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;110;;;;
10863343;ш. Энтузиастов, г. Москва ш Энтузиастов 53;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;53;;;;
10863344;ш. Энтузиастов, г. Москва ш Энтузиастов 53;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;53;;;;
10863345;ш. Ярославское, 6, Ярославский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;6;;;;
10863346;ш. Ярославское, 6, Ярославский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;6;;;;
10863347;шестой Новоподмосковный пер, 7, Войковский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Переулок;НОВОПОДМОСКОВНЫЙ 6-Й;7;;;;
10863348;шестой Новоподмосковный пер, 7, Войковский, Москва;house;;МОСКВА;МОСКВА;;;;Переулок;НОВОПОДМОСКОВНЫЙ 6-Й;7;;;;
10863349;школьная улица, дом 38, Электросталь, Московская область;house;;МОСКОВСКАЯ;ЭЛЕКТРОСТАЛЬ;ФРЯЗЕВО;;;Улица;ШКОЛЬНАЯ;38;;;;
10863350;школьная улица, дом 38, Электросталь, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ЭЛЕКТРОСТАЛЬ;ФРЯЗЕВО;;;Улица;ШКОЛЬНАЯ;38;;;;
10863351;шмидта, дом 1, Кривандино, Московская область;house;РОССИЯ;МОСКОВСКАЯ;;КРИВАНДИНО;Район;ШАТУРСКИЙ;Улица;ШМИДТА;1;;;;
10863352;шмидта, дом 1, Кривандино, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ШАТУРА;КРИВАНДИНО;;;Улица;ШМИДТА;1;;;;
10863353;шмидта, дом 1, Кривандино, Московская область;house;;МОСКОВСКАЯ;ШАТУРА;КРИВАНДИНО;;;Улица;ШМИДТА;1;;;;
10863354;шмидта, дом 3, Щелково, Московская область;house;РОССИЯ;МОСКОВСКАЯ;ЩЕЛКОВО;;Район;ЩЕЛКОВСКИЙ;Улица;ШМИДТА;3;;;;
10863355;шмидта, дом 3, Щелково, Московская область;house;;МОСКОВСКАЯ;ЩЕЛКОВО;;Район;ЩЕЛКОВСКИЙ;Улица;ШМИДТА;3;;;;
10863356;шосе энтузиастов 18, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;18;;;;
10863357;шосе энтузиастов 18, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;18;;;;
10863358;шоссе Знтузиастов 55, Ивановское, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;55;;;;
